Wall time,Step,Value
1735163624.0116048,0,0.4694707989692688
1735163664.3297875,1,0.35829707980155945
1735163701.84147,2,0.29675057530403137
1735163739.404296,3,0.2860994338989258
1735163777.5058074,4,0.23013748228549957
1735163815.814336,5,0.2455536127090454
1735163853.2732224,6,0.21087585389614105
1735163889.8334336,7,0.18845590949058533
1735163928.4298623,8,0.18922168016433716
1735163967.177665,9,0.15635478496551514
1735164005.2149236,10,0.1443018764257431
1735164042.6338692,11,0.16533681750297546
1735164080.0869732,12,0.12567171454429626
1735164117.2669246,13,0.11893957853317261
1735164155.1131582,14,0.114263616502285
1735164192.9400318,15,0.10841387510299683
1735164230.529902,16,0.1006290391087532
1735164268.4107678,17,0.10479065030813217
1735164306.1402068,18,0.07620789855718613
1735164344.3111045,19,0.10893688350915909
1735164381.218956,20,0.06608732789754868
1735164418.2648206,21,0.06427489221096039
1735164456.2248497,22,0.06236552819609642
1735164493.6289675,23,0.0805174708366394
1735164531.0700643,24,0.0677366554737091
1735164568.7155192,25,0.0601317435503006
1735164605.8283253,26,0.06719119101762772
1735164643.1025789,27,0.06382151693105698
1735164680.014727,28,0.06125027686357498
1735164717.5561106,29,0.07080315798521042
1735164754.8961582,30,0.060228001326322556
1735164791.8490708,31,0.05102125182747841
1735164829.15772,32,0.033281490206718445
1735164866.536887,33,0.0554330013692379
1735164903.542232,34,0.06304474174976349
1735164941.1693838,35,0.03782001510262489
1735164978.8978922,36,0.047605231404304504
1735165016.0659251,37,0.057954058051109314
1735165053.7162168,38,0.04004868492484093
1735165090.5227008,39,0.029151787981390953
1735165128.20759,40,0.03845726326107979
1735165165.3882408,41,0.047485146671533585
1735165202.4907248,42,0.03547154366970062
1735165239.5831196,43,0.05256771668791771
1735165276.3502202,44,0.043189287185668945
1735165313.0815966,45,0.050363242626190186
1735165350.2535646,46,0.024624062702059746
1735165387.197855,47,0.048472996801137924
1735165425.0854592,48,0.04183133319020271
1735165462.5712862,49,0.032535623759031296
1735165499.3907003,50,0.0284202191978693
1735165536.6919284,51,0.03249044343829155
1735165573.5781536,52,0.045366689562797546
1735165610.5319934,53,0.036894094198942184
1735165648.0059257,54,0.04524141177535057
1735165684.3066514,55,0.02677915431559086
1735165721.1291275,56,0.03846169263124466
1735165757.713458,57,0.03194929286837578
1735165794.599472,58,0.03521104156970978
1735165831.4851089,59,0.025500543415546417
1735165868.0205028,60,0.03269132226705551
1735165905.1099887,61,0.03023730218410492
1735165942.0295815,62,0.02647971361875534
1735165978.6887293,63,0.030889058485627174
1735166016.0076513,64,0.03437798470258713
1735166052.5295923,65,0.0403696671128273
1735166089.5838482,66,0.02327827177941799
1735166126.9648845,67,0.029245754703879356
1735166163.6810377,68,0.038812268525362015
1735166200.9940884,69,0.02883797138929367
1735166238.087193,70,0.02347256988286972
1735166275.1876206,71,0.03736088424921036
1735166312.5968704,72,0.028687193989753723
1735166349.2536674,73,0.029639290645718575
1735166386.1852386,74,0.019396085292100906
1735166422.9548116,75,0.03831908851861954
1735166460.1557696,76,0.01849777065217495
1735166497.5246868,77,0.023546118289232254
1735166534.3663628,78,0.01872180961072445
1735166571.7901838,79,0.03316282108426094
1735166608.7005942,80,0.03282196447253227
1735166645.4675555,81,0.02258332446217537
1735166682.4060414,82,0.021690044552087784
1735166719.5471816,83,0.02816624380648136
1735166756.9680817,84,0.031111817806959152
1735166794.460325,85,0.03732605651021004
1735166831.4138486,86,0.016708960756659508
1735166868.8847618,87,0.014308766461908817
1735166906.290878,88,0.020742341876029968
1735166944.11738,89,0.022484051063656807
1735166981.6158743,90,0.02389620430767536
1735167019.1558447,91,0.02335432916879654
1735167056.4418437,92,0.029033489525318146
1735167094.0205488,93,0.015410921536386013
1735167130.9486635,94,0.0508548766374588
1735167168.2173688,95,0.018641849979758263
1735167204.689492,96,0.022014116868376732
1735167241.7534363,97,0.014375709928572178
1735167278.727048,98,0.016077574342489243
1735167315.9377034,99,0.026667412370443344
1735211560.3681638,100,0.018117990344762802
1735211601.9130292,101,0.017635904252529144
1735211639.647713,102,0.016086116433143616
1735211678.609161,103,0.01829127036035061
1735211716.69871,104,0.019228456541895866
1735211753.59571,105,0.014427738264203072
1735211790.4229395,106,0.014989340677857399
1735211826.9752924,107,0.016129033640027046
1735211863.7936082,108,0.022266307845711708
1735211900.816704,109,0.013115732930600643
1735211937.2366457,110,0.016178391873836517
1735211973.9565673,111,0.019179798662662506
1735212011.5749936,112,0.017676714807748795
1735212048.3795037,113,0.014725814573466778
1735212085.4343462,114,0.018321989104151726
1735212122.8807662,115,0.015968261286616325
1735212160.2562428,116,0.019621407613158226
1735212197.6355972,117,0.015247038565576077
1735212234.9063833,118,0.014481927268207073
1735212272.314433,119,0.01660490781068802
1735212309.8762047,120,0.01775475963950157
1735212346.8569682,121,0.0197489932179451
1735212384.1420405,122,0.017767876386642456
1735212421.0497854,123,0.016517531126737595
1735212458.1829054,124,0.02093668468296528
1735212495.7970748,125,0.014568114653229713
1735212534.032709,126,0.014853580854833126
1735212570.9196393,127,0.015268992632627487
1735212607.748082,128,0.020618736743927002
1735212644.393238,129,0.016674481332302094
1735212681.0053525,130,0.01639430597424507
1735212717.28554,131,0.016177434474229813
1735212754.2651448,132,0.016071993857622147
1735212791.185802,133,0.017764970660209656
1735212827.9449916,134,0.015974152833223343
1735212865.4657197,135,0.015509029850363731
1735212902.5619197,136,0.015422390773892403
1735212939.3412244,137,0.014506193809211254
1735212977.0283775,138,0.015711674466729164
1735213013.9914877,139,0.013580660335719585
1735213051.1089787,140,0.018596669659018517
1735213088.2272081,141,0.019620418548583984
1735213125.261247,142,0.01674819551408291
1735213164.023844,143,0.015695353969931602
1735213202.1195378,144,0.019477419555187225
1735213240.2779734,145,0.016552478075027466
1735213278.3868198,146,0.021615680307149887
1735213314.5512528,147,0.01640489138662815
1735213351.5542157,148,0.014810910448431969
1735213388.5742326,149,0.018940893933176994
1735213424.8354104,150,0.014432542026042938
1735213461.5983593,151,0.016484353691339493
1735213497.9416456,152,0.016326557844877243
1735213534.2266903,153,0.014325886033475399
1735213570.3442032,154,0.015646513551473618
1735213606.2221322,155,0.014675305224955082
1735213642.1236353,156,0.016385303810238838
1735213677.8145843,157,0.017468350008130074
1735213714.5752242,158,0.0170043483376503
1735213750.9351509,159,0.01678810454905033
1735213787.5450122,160,0.018923701718449593
1735213824.2490795,161,0.01609715446829796
1735213860.4856288,162,0.017668474465608597
1735213897.2498026,163,0.01691935956478119
1735213934.1529737,164,0.01571858860552311
1735213970.4023974,165,0.012555381283164024
1735214007.3717856,166,0.01635914109647274
1735214043.5421588,167,0.01592770405113697
1735214079.7703667,168,0.017062531784176826
1735214115.603692,169,0.018396619707345963
1735214151.5760415,170,0.016059374436736107
1735214188.2831006,171,0.016558175906538963
1735214224.9151714,172,0.01544434018433094
1735214261.0194247,173,0.015444637276232243
1735214297.188929,174,0.016130046918988228
1735214333.4276245,175,0.01382801029831171
1735214370.1572459,176,0.015248695388436317
1735214406.837404,177,0.018038006499409676
1735214443.1362846,178,0.013820722699165344
1735214479.2708588,179,0.016118541359901428
1735214515.3257651,180,0.014923878014087677
1735214551.2848988,181,0.014665438793599606
1735214587.7024155,182,0.015828894451260567
1735214623.394779,183,0.013651498593389988
1735214659.5749397,184,0.017315933480858803
1735214695.5055287,185,0.014274735003709793
1735214731.5855842,186,0.015991613268852234
1735214767.7102215,187,0.014246783219277859
1735214803.7495253,188,0.013873038813471794
1735214839.8913221,189,0.0164765827357769
1735214876.3244317,190,0.015689227730035782
1735214913.6491475,191,0.014307623729109764
1735214950.9481254,192,0.01568594202399254
1735214987.298962,193,0.01640324667096138
1735215024.066261,194,0.015542177483439445
1735215061.0283463,195,0.012736505828797817
1735215098.023977,196,0.01095657143741846
1735215135.263278,197,0.0139159532263875
1735215172.3468618,198,0.016899950802326202
1735215209.2012038,199,0.010559748858213425
